B4,B3,B2,B8,B11,B12,NDVI,NDBI,MNDWI,NDSLI,class,sample
0.0594,0.0864,0.0905,0.2511,0.18145,0.08245,0.6173913,-0.16102187,-0.35486278,-0.50674695,2,train
0.0581,0.0848,0.0908,0.24965,0.1832,0.08735,0.6224208,-0.15351738,-0.3671642,-0.5184418,2,train
0.0581,0.0848,0.0908,0.24965,0.1832,0.08735,0.6224208,-0.15351738,-0.3671642,-0.5184418,2,train
0.0605,0.08375,0.09115,0.26065,0.1832,0.08735,0.623229,-0.1744959,-0.37254167,-0.5034879,2,train
0.06985,0.0864,0.09355,0.2346,0.2048,0.09915,0.5411398,-0.06781975,-0.40659338,-0.49135265,2,train
0.0706,0.0875,0.09345,0.23505,0.2048,0.09915,0.53803366,-0.06877344,-0.40130004,-0.4872912,2,train
0.07,0.0884,0.09265,0.2394,0.21485,0.10535,0.54751134,-0.054045144,-0.41698268,-0.5085132,2,train
0.07015,0.08725,0.0925,0.2392,0.21485,0.10535,0.5464684,-0.053628463,-0.42237666,-0.5077193,2,train
0.06995,0.08835,0.0923,0.2469,0.21425,0.10265,0.55846614,-0.07080127,-0.4160608,-0.50774103,2,train
0.0706,0.08935,0.09325,0.25025,0.21425,0.10265,0.55991894,-0.07750272,-0.41139656,-0.5043005,2,train
0.0693,0.0863,0.0926,0.2461,0.20335,0.0972,0.560558,-0.09511626,-0.40410838,-0.49165595,2,train
0.07165,0.0886,0.09445,0.24165,0.19815,0.0935,0.54261094,-0.09890861,-0.38204008,-0.4688658,2,train
0.06425,0.0861,0.09245,0.24215,0.18635,0.08625,0.58061355,-0.13022168,-0.36795744,-0.48723066,2,train
0.0643,0.08685,0.09295,0.2467,0.18635,0.08625,0.58649516,-0.13936035,-0.36420205,-0.48693398,2,train
0.0702,0.0887,0.0938,0.2552,0.20065,0.09515,0.56853104,-0.11966654,-0.3869017,-0.4816319,2,train
0.0702,0.0887,0.0938,0.2552,0.20065,0.09515,0.56853104,-0.11966654,-0.3869017,-0.4816319,2,train
0.07775,0.09595,0.09705,0.2658,0.20065,0.09515,0.54737306,-0.13967197,-0.3530007,-0.44145116,2,train
0.081,0.09475,0.098,0.25525,0.21915,0.1085,0.5182156,-0.07609612,-0.39630455,-0.46026987,2,train
0.07755,0.09415,0.0973,0.24915,0.21915,0.1085,0.5252525,-0.06406147,-0.39897862,-0.47724974,2,train
0.07955,0.0952,0.0979,0.25465,0.22285,0.10885,0.52393776,-0.066596866,-0.40135196,-0.47387567,2,train
0.0748,0.09015,0.0953,0.2379,0.22285,0.10885,0.5215862,-0.032664154,-0.42396167,-0.49739626,2,train
0.05515,0.07935,0.08865,0.22615,0.1947,0.0913,0.607892,-0.07472972,-0.4209086,-0.55853516,2,train
0.0566,0.0847,0.09005,0.24755,0.1947,0.0913,0.6278152,-0.11950253,-0.39370078,-0.54954237,2,train
0.054,0.07795,0.08805,0.22005,0.17265,0.0784,0.6059113,-0.120702855,-0.37789303,-0.52349436,2,train
0.054,0.07795,0.08805,0.22005,0.17265,0.0784,0.6059113,-0.120702855,-0.37789303,-0.52349436,2,train
0.05295,0.07725,0.08985,0.2407,0.17265,0.0784,0.6393666,-0.16463049,-0.3817527,-0.5305851,2,train
0.066,0.08475,0.0923,0.2377,0.1959,0.09605,0.56536055,-0.096402235,-0.3960449,-0.4959908,2,train
0.06995,0.08655,0.09345,0.225,0.1959,0.09605,0.52568233,-0.069137566,-0.38714817,-0.47376338,2,train
0.0717,0.0869,0.09355,0.23105,0.21635,0.1075,0.52634186,-0.032856494,-0.4268755,-0.5021698,2,train
0.0707,0.0863,0.09255,0.23505,0.21635,0.1075,0.53753066,-0.041426647,-0.42970428,-0.5074029,2,train
0.07265,0.0888,0.09335,0.2425,0.21955,0.10855,0.5389497,-0.049669966,-0.42403114,-0.5027378,2,train
0.07275,0.08865,0.0925,0.24765,0.21955,0.10855,0.54588014,-0.060145546,-0.4247242,-0.50222373,2,train
0.0685,0.0855,0.09285,0.23045,0.19815,0.0935,0.5417294,-0.07536167,-0.39714435,-0.4862179,2,train
0.0582,0.0793,0.0899,0.21365,0.18635,0.08625,0.5718227,-0.06825,-0.40297383,-0.5240237,2,train
0.05445,0.0804,0.0893,0.21555,0.18635,0.08625,0.5966667,-0.072654895,-0.3971884,-0.54775745,2,train
0.06235,0.08205,0.0899,0.2254,0.20065,0.09515,0.5666377,-0.05809176,-0.419526,-0.52585554,2,train
0.06235,0.08205,0.0899,0.2254,0.20065,0.09515,0.5666377,-0.05809176,-0.419526,-0.52585554,2,train
0.06785,0.08955,0.0938,0.24685,0.20065,0.09515,0.5687957,-0.10324021,-0.3828394,-0.49459964,2,train
0.07425,0.0929,0.09545,0.2501,0.21915,0.1085,0.5421612,-0.06595627,-0.40458262,-0.49386504,2,train
0.07195,0.0898,0.09465,0.24375,0.21915,0.1085,0.5441875,-0.053143226,-0.41867617,-0.50566816,2,train
0.0736,0.08955,0.09395,0.2432,0.22285,0.10885,0.53535354,-0.04366486,-0.4266965,-0.50345755,2,train
0.07925,0.09285,0.0979,0.24675,0.22285,0.10885,0.51380366,-0.050894383,-0.41178334,-0.4753393,2,train
0.0647,0.08475,0.0926,0.2419,0.1947,0.0913,0.5779517,-0.108108096,-0.39345145,-0.5011565,2,train
0.06465,0.08815,0.09385,0.2652,0.1947,0.0913,0.6080036,-0.15329416,-0.3767014,-0.50144595,2,train
0.0553,0.0763,0.08845,0.2159,0.17265,0.0784,0.5921829,-0.11131131,-0.38702548,-0.51480585,2,train
0.0553,0.0763,0.08845,0.2159,0.17265,0.0784,0.5921829,-0.11131131,-0.38702548,-0.51480585,2,train
0.05085,0.07425,0.08715,0.217,0.17265,0.0784,0.6203099,-0.11382009,-0.39854193,-0.54496646,2,train
0.06375,0.0835,0.0913,0.2321,0.1959,0.09605,0.5690384,-0.084579445,-0.4022906,-0.50895435,2,train
0.0703,0.08695,0.0941,0.2263,0.1959,0.09605,0.5259609,-0.07200381,-0.3851865,-0.4718257,2,train
0.07285,0.0877,0.0938,0.22795,0.21635,0.1075,0.515625,-0.02610849,-0.42312118,-0.49619642,2,train
0.0715,0.0883,0.09365,0.2378,0.21635,0.1075,0.53766567,-0.047231086,-0.42031842,-0.50321347,2,train
0.07425,0.0908,0.09495,0.24815,0.21955,0.10855,0.53939205,-0.061150324,-0.4148542,-0.49455413,2,train
0.0575,0.07815,0.0889,0.2116,0.1741,0.0781,0.5726496,-0.097225845,-0.3803766,-0.5034542,2,train
0.0538,0.07995,0.0881,0.2081,0.1741,0.0781,0.58915615,-0.08895868,-0.37059635,-0.5278631,2,train
0.06065,0.07975,0.09015,0.2062,0.17915,0.084,0.5454375,-0.070195936,-0.38393202,-0.4941618,2,train
0.06065,0.07975,0.09015,0.2062,0.17915,0.084,0.5454375,-0.070195936,-0.38393202,-0.4941618,2,train
0.0625,0.08415,0.09105,0.21355,0.17915,0.084,0.54718345,-0.08759868,-0.36080515,-0.48272294,2,train
0.06975,0.0875,0.09315,0.2385,0.19395,0.09445,0.54744524,-0.103017695,-0.37821993,-0.47098973,2,train
0.06715,0.08745,0.09395,0.23505,0.19395,0.09445,0.55559236,-0.095804185,-0.37846482,-0.4856377,2,train
0.0707,0.0901,0.0932,0.24385,0.20725,0.10335,0.5504689,-0.08113499,-0.39398018,-0.49127543,2,train
0.07545,0.0926,0.096,0.26365,0.20725,0.10335,0.5549985,-0.11977065,-0.38235784,-0.4662186,2,train
0.0732,0.08925,0.0953,0.2347,0.20515,0.1059,0.52452093,-0.067182,-0.39368206,-0.47404346,2,train
0.07145,0.0884,0.09335,0.2462,0.20515,0.1059,0.55013376,-0.09094938,-0.3977176,-0.48336947,2,train
0.07145,0.0884,0.09335,0.2462,0.20515,0.1059,0.55013376,-0.09094938,-0.3977176,-0.48336947,2,train
0.05655,0.07885,0.0889,0.2344,0.181,0.08045,0.6112734,-0.12855081,-0.39311138,-0.5238897,2,train
0.0543,0.07735,0.08875,0.24385,0.181,0.08045,0.6357538,-0.14793457,-0.4011999,-0.5384615,2,train
0.06565,0.0849,0.09215,0.2417,0.2009,0.1036,0.57279974,-0.09218254,-0.40587825,-0.5074095,2,train
0.07415,0.08845,0.0943,0.23105,0.2009,0.1036,0.5140891,-0.069799736,-0.3886297,-0.4608253,2,train
0.0761,0.0914,0.0966,0.23785,0.22835,0.11745,0.51520944,-0.020377515,-0.42830336,-0.50008214,2,train
0.0761,0.0925,0.0976,0.2599,0.22835,0.11745,0.54702383,-0.06461854,-0.42340657,-0.50008214,2,train
0.0599,0.0814,0.0904,0.23565,0.1741,0.0781,0.594654,-0.15021355,-0.362818,-0.4880342,2,train
0.05715,0.0788,0.08895,0.22005,0.1741,0.0781,0.58766234,-0.11658001,-0.3768288,-0.50572973,2,train
0.06045,0.08375,0.0905,0.2201,0.17915,0.084,0.5690608,-0.102567315,-0.3628756,-0.495409,2,train
0.06045,0.08375,0.0905,0.2201,0.17915,0.084,0.5690608,-0.102567315,-0.3628756,-0.495409,2,train
0.0663,0.08505,0.0917,0.22005,0.17915,0.084,0.5369304,-0.10245492,-0.35616955,-0.4597678,2,train
0.06765,0.08475,0.0928,0.22385,0.19395,0.09445,0.53584903,-0.071565345,-0.39181918,-0.48279816,2,train
0.0642,0.0844,0.09275,0.2374,0.19395,0.09445,0.57427055,-0.10073026,-0.39356926,-0.50261474,2,train
0.0633,0.0851,0.0923,0.229,0.20725,0.10335,0.5668833,-0.04985674,-0.41782108,-0.5320643,2,train
0.0667,0.0849,0.092,0.24805,0.20725,0.10335,0.5761716,-0.089611255,-0.4187917,-0.51304984,2,train
0.08045,0.0922,0.09695,0.24845,0.20515,0.1059,0.51079357,-0.09545856,-0.37985536,-0.43662465,2,train
0.07175,0.0849,0.09265,0.2194,0.20515,0.1059,0.5071269,-0.033564977,-0.41458368,-0.48176235,2,train
0.07175,0.0849,0.09265,0.2194,0.20515,0.1059,0.5071269,-0.033564977,-0.41458368,-0.48176235,2,train
0.0553,0.07725,0.08795,0.2152,0.181,0.08045,0.5911276,-0.08632007,-0.40174252,-0.5319509,2,train
0.05335,0.0815,0.0884,0.25665,0.181,0.08045,0.6558064,-0.17285503,-0.3790476,-0.54469806,2,train
0.06595,0.09295,0.0943,0.2758,0.2009,0.1036,0.6140453,-0.15712185,-0.36736432,-0.50571483,2,train
0.07835,0.09285,0.0966,0.2455,0.2009,0.1036,0.516134,-0.099910386,-0.3678298,-0.43885407,2,train
0.07845,0.09315,0.0979,0.2373,0.22835,0.11745,0.5030879,-0.019220434,-0.42052877,-0.4885919,2,train
0.0607,0.08325,0.09045,0.247,0.18925,0.08635,0.60545987,-0.13237819,-0.38899085,-0.51430285,2,train
0.05885,0.0825,0.09055,0.23645,0.18925,0.08635,0.60142225,-0.11087619,-0.3928243,-0.52559453,2,train
0.06125,0.083,0.0902,0.23165,0.1834,0.08725,0.5817685,-0.11625103,-0.3768769,-0.49928468,2,train
0.06125,0.083,0.0902,0.23165,0.1834,0.08725,0.5817685,-0.11625103,-0.3768769,-0.49928468,2,train
0.0654,0.08485,0.0919,0.23035,0.1834,0.08725,0.5577346,-0.11347431,-0.3673812,-0.47427654,2,train
0.0649,0.08315,0.09245,0.2197,0.17495,0.08155,0.5439213,-0.113391586,-0.3556761,-0.45882842,2,train
0.0576,0.0793,0.0885,0.2255,0.17495,0.08155,0.59307665,-0.12623298,-0.37620452,-0.5046227,2,train
0.05545,0.07925,0.08865,0.21835,0.17725,0.0798,0.5949598,-0.10389281,-0.38206628,-0.5234207,2,train
0.0598,0.0785,0.08935,0.2135,0.17725,0.0798,0.5623857,-0.0927703,-0.38611925,-0.4954651,2,train
0.07035,0.08825,0.09445,0.2398,0.18165,0.09075,0.5463486,-0.13797605,-0.3460541,-0.44166666,2,train
0.06955,0.08295,0.0924,0.2202,0.18165,0.09075,0.51993096,-0.09593133,-0.37301585,-0.44625795,2,train
0.06955,0.08295,0.0924,0.2202,0.18165,0.09075,0.51993096,-0.09593133,-0.37301585,-0.44625795,2,train
0.05655,0.07835,0.0896,0.2108,0.1664,0.0735,0.5769591,-0.11770945,-0.35975486,-0.49271137,2,train
0.05195,0.0834,0.0896,0.25845,0.1664,0.0735,0.6652706,-0.2166647,-0.3322658,-0.5241585,2,train
0.06365,0.0926,0.0953,0.2957,0.19315,0.1025,0.6457493,-0.20977807,-0.351881,-0.5042835,2,train
0.06135,0.0812,0.0904,0.2243,0.18925,0.08635,0.57045335,-0.08475393,-0.39951932,-0.51037514,2,train
0.0579,0.0808,0.09025,0.22,0.18925,0.08635,0.58330333,-0.07513742,-0.40159234,-0.5314586,2,train
0.0579,0.0808,0.09025,0.22,0.18925,0.08635,0.58330333,-0.07513742,-0.40159234,-0.5314586,2,train
0.0616,0.08425,0.0915,0.2406,0.1834,0.08725,0.59232295,-0.13490565,-0.37044647,-0.49714288,2,train
0.06715,0.0875,0.0935,0.2398,0.1834,0.08725,0.5624695,-0.13327032,-0.3540052,-0.46397927,2,train
0.06395,0.0821,0.0914,0.21515,0.17495,0.08155,0.5417413,-0.103050485,-0.3612138,-0.46462956,2,train
0.05455,0.0747,0.08695,0.19645,0.17495,0.08155,0.5653386,-0.057889044,-0.4015622,-0.52461874,2,train
0.0559,0.07505,0.0867,0.19665,0.17725,0.0798,0.5573154,-0.051885534,-0.40507334,-0.5204804,2,train
0.05795,0.0773,0.08765,0.19845,0.17725,0.0798,0.5479719,-0.056428004,-0.3926537,-0.5072279,2,train
0.06205,0.0826,0.0907,0.218,0.18165,0.09075,0.55686486,-0.09095458,-0.37483445,-0.49076733,2,train
0.06825,0.0837,0.0927,0.20995,0.18165,0.09075,0.50934577,-0.07226763,-0.36913508,-0.45378152,2,train
0.06825,0.0837,0.0927,0.20995,0.18165,0.09075,0.50934577,-0.07226763,-0.36913508,-0.45378152,2,train
0.0522,0.07345,0.08725,0.18485,0.1664,0.0735,0.5595866,-0.05252671,-0.38753387,-0.52241534,2,train
0.0474,0.07285,0.08555,0.1871,0.1664,0.0735,0.5957356,-0.058557265,-0.3910136,-0.55659497,2,train
0.0701,0.0853,0.094,0.2457,0.21505,0.10705,0.5560481,-0.06652199,-0.43199602,-0.5083289,2,train
0.06845,0.0832,0.09155,0.22655,0.21505,0.10705,0.53593224,-0.02604167,-0.4420788,-0.5171076,2,train
0.06845,0.0832,0.09155,0.22655,0.21505,0.10705,0.53593224,-0.02604167,-0.4420788,-0.5171076,2,train
0.06715,0.08595,0.09245,0.23945,0.19735,0.0934,0.56197,-0.09638278,-0.39322272,-0.49224955,2,train
0.068,0.0869,0.0926,0.24265,0.19735,0.0934,0.56220824,-0.10295456,-0.38856637,-0.48746935,2,train
0.0602,0.0812,0.08995,0.2211,0.18335,0.0883,0.5719872,-0.09333664,-0.38612735,-0.50564563,2,train
0.06185,0.08055,0.0903,0.21435,0.18335,0.0883,0.5521361,-0.07794821,-0.38954148,-0.49551386,2,train
0.0649,0.0813,0.09145,0.2083,0.17955,0.0864,0.5248902,-0.074126564,-0.37665328,-0.46901205,2,train
0.0615,0.07775,0.0895,0.20345,0.17955,0.0864,0.5357614,-0.062402055,-0.39564714,-0.4897324,2,train
0.0588,0.0802,0.08945,0.22315,0.1629,0.07885,0.58290476,-0.15606786,-0.34018922,-0.46955344,2,train
0.065,0.08575,0.09145,0.2157,0.1629,0.07885,0.53687215,-0.13946117,-0.3102755,-0.4295744,2,train
0.065,0.08575,0.09145,0.2157,0.1629,0.07885,0.53687215,-0.13946117,-0.3102755,-0.4295744,2,train
0.05105,0.07265,0.0865,0.1881,0.1474,0.06835,0.5730713,-0.12131144,-0.33969554,-0.48551273,2,train
0.0752,0.08885,0.09545,0.246,0.21505,0.10705,0.5317559,-0.067129396,-0.41526818,-0.481826,2,train
0.07605,0.0892,0.09525,0.2455,0.21505,0.10705,0.52697873,-0.0661166,-0.4136401,-0.47749916,2,train
0.07605,0.0892,0.09525,0.2455,0.21505,0.10705,0.52697873,-0.0661166,-0.4136401,-0.47749916,2,train
0.07235,0.08805,0.0945,0.244,0.19735,0.0934,0.5425952,-0.105698444,-0.38297126,-0.4634779,2,train
0.065,0.0847,0.09245,0.23205,0.19735,0.0934,0.56236327,-0.08081045,-0.39939725,-0.50447875,2,train
0.063,0.08125,0.09095,0.2222,0.18335,0.0883,0.55820477,-0.095795855,-0.38586548,-0.48853257,2,train
0.0672,0.0857,0.09235,0.23405,0.18335,0.0883,0.55385894,-0.12146624,-0.3629437,-0.46358013,2,train
0.07095,0.088,0.0944,0.23355,0.17955,0.0864,0.53399014,-0.13071893,-0.34217906,-0.43353295,2,train
0.06495,0.07945,0.0908,0.20415,0.17955,0.0864,0.51727986,-0.06411258,-0.38648653,-0.4687117,2,train
0.06005,0.0814,0.09,0.20555,0.1629,0.07885,0.5478163,-0.115755185,-0.3336062,-0.4613142,2,train
0.06005,0.0814,0.09,0.20555,0.1629,0.07885,0.5478163,-0.115755185,-0.3336062,-0.4613142,2,train
0.0602,0.08365,0.0917,0.20525,0.1629,0.07885,0.5464306,-0.11503462,-0.3214358,-0.4603317,2,train
0.0823,0.0902,0.09805,0.22965,0.22925,0.12095,0.47235134,-8.716643E-4,-0.4352794,-0.47167388,2,train
0.07735,0.0888,0.09555,0.22955,0.22925,0.12095,0.49592704,-6.538908E-4,-0.44159725,-0.4954338,2,train
0.07735,0.0888,0.09555,0.22955,0.22925,0.12095,0.49592704,-6.538908E-4,-0.44159725,-0.4954338,2,train
0.07025,0.086,0.0923,0.23025,0.20745,0.1013,0.53244597,-0.05209047,-0.41386947,-0.49405837,2,train
0.0656,0.08415,0.09105,0.22195,0.20745,0.1013,0.5437315,-0.03376803,-0.4228395,-0.5195019,2,train
0.0665,0.0868,0.09285,0.2333,0.19615,0.09355,0.5563709,-0.08650599,-0.38646403,-0.4936227,2,train
0.06875,0.08705,0.0935,0.2325,0.19615,0.09355,0.54356843,-0.08480111,-0.38524014,-0.4809362,2,train
0.07125,0.0865,0.09405,0.23025,0.2005,0.0976,0.5273632,-0.06906559,-0.39721256,-0.47562099,2,train
0.06885,0.0835,0.09185,0.2196,0.2005,0.0976,0.5226209,-0.04546539,-0.41197184,-0.48876923,2,train
0.0647,0.0809,0.09105,0.1983,0.18475,0.09365,0.5079848,-0.035373967,-0.39092794,-0.48125878,2,train
0.0823,0.0902,0.09805,0.22965,0.22925,0.12095,0.47235134,-8.716643E-4,-0.4352794,-0.47167388,2,train
0.07695,0.0887,0.09605,0.2277,0.22925,0.12095,0.49483013,0.0033920645,-0.44205067,-0.49738732,2,train
0.07695,0.0887,0.09605,0.2277,0.22925,0.12095,0.49483013,0.0033920645,-0.44205067,-0.49738732,2,train
0.0708,0.08595,0.0932,0.22785,0.20745,0.1013,0.5258664,-0.046864238,-0.41411042,-0.49110514,2,train
0.0684,0.0852,0.0927,0.2306,0.20745,0.1013,0.5424749,-0.05284784,-0.4177345,-0.50407827,2,train
0.06655,0.085,0.09285,0.2326,0.19615,0.09355,0.5550727,-0.085014574,-0.39534056,-0.4933384,2,train
0.0653,0.08505,0.09235,0.22495,0.19615,0.09355,0.55004305,-0.06839229,-0.39509246,-0.5004781,2,train
0.06985,0.08615,0.0933,0.22805,0.2005,0.0976,0.5310507,-0.064286545,-0.39891854,-0.48326245,2,train
0.07005,0.0863,0.09265,0.22895,0.2005,0.0976,0.5314381,-0.06624752,-0.3981869,-0.48216593,2,train
0.08045,0.0911,0.0965,0.2315,0.22925,0.12095,0.48421222,-0.0048833443,-0.4312471,-0.48046497,2,train
0.0769,0.0899,0.09515,0.2393,0.22715,0.11655,0.513599,-0.026047818,-0.432897,-0.49416214,2,train
0.0757,0.0882,0.09585,0.23695,0.22715,0.11655,0.51575243,-0.021116143,-0.4406215,-0.50008255,2,train
0.0711,0.08765,0.09415,0.23625,0.21605,0.1045,0.5373353,-0.04466062,-0.42278564,-0.50478846,2,train
0.07105,0.0892,0.0932,0.24785,0.21605,0.1045,0.55440575,-0.06854926,-0.41556102,-0.5050505,2,train
0.06835,0.0838,0.09265,0.23015,0.2072,0.10275,0.54204357,-0.05247512,-0.42405498,-0.5039013,2,train
0.0655,0.0835,0.09075,0.21715,0.2072,0.10275,0.5365293,-0.023447618,-0.42552462,-0.51961863,2,train
0.06975,0.0862,0.09235,0.2285,0.21075,0.10535,0.53227156,-0.040409777,-0.41943088,-0.5026738,2,train
0.0769,0.0899,0.09515,0.2393,0.22715,0.11655,0.513599,-0.026047818,-0.432897,-0.49416214,2,train
0.0776,0.08975,0.09565,0.2442,0.22715,0.11655,0.5177129,-0.03617272,-0.43357524,-0.49073008,2,train
0.0742,0.08945,0.0946,0.242,0.22715,0.11655,0.5306768,-0.031653002,-0.43493366,-0.50754935,2,train
0.07045,0.08935,0.0944,0.251,0.21605,0.1045,0.56167364,-0.07483137,-0.41486576,-0.50820243,2,train
0.07415,0.0911,0.09465,0.26135,0.21605,0.1045,0.55797315,-0.09488899,-0.4068045,-0.4889731,2,train
0.0753,0.08895,0.09465,0.25125,0.2072,0.10275,0.5388149,-0.09608462,-0.39929092,-0.46690267,2,train
0.07175,0.0886,0.09395,0.246,0.2072,0.10275,0.5483871,-0.085613415,-0.4009466,-0.4855709,2,train
0.074,0.08945,0.09445,0.24955,0.2173,0.1091,0.5425746,-0.06908001,-0.4167889,-0.49193272,2,train
0.07145,0.0879,0.09305,0.24255,0.2173,0.1091,0.5449045,-0.054909214,-0.4239843,-0.50510824,2,train
0.06695,0.087,0.09335,0.267,0.21275,0.10465,0.59904176,-0.113079704,-0.4195163,-0.5212728,2,train
0.0729,0.0898,0.096,0.2645,0.21275,0.10465,0.567872,-0.108433716,-0.4063791,-0.48958516,2,train
0.0732,0.08825,0.0934,0.25225,0.2173,0.1091,0.5501613,-0.07443295,-0.42235315,-0.4960413,2,train
0.069,0.08475,0.0921,0.2308,0.2173,0.1091,0.5396931,-0.030127214,-0.43883464,-0.51798815,2,train
0.06415,0.082,0.09075,0.21375,0.21275,0.10465,0.53832316,-0.0023446707,-0.44359627,-0.53665584,2,train
0.0766,0.09055,0.09555,0.25995,0.21045,0.1044,0.5447928,-0.10522963,-0.39833885,-0.46629506,2,train
0.07055,0.08355,0.0934,0.22595,0.21045,0.1044,0.52411467,-0.035517894,-0.43163264,-0.49786475,2,train
0.0766,0.09055,0.09555,0.25995,0.21045,0.1044,0.5447928,-0.10522963,-0.39833885,-0.46629506,2,train
0.1004,0.1092,0.1173,0.2183,0.1891,0.1264,0.36994037,-0.071674034,-0.26785114,-0.30639032,2,train
0.1044,0.1126,0.1191,0.2058,0.1902,0.1215,0.32688588,-0.039393928,-0.2562748,-0.29124236,2,train
0.1044,0.1126,0.1199,0.2058,0.1855,0.1215,0.32688588,-0.05187836,-0.2445488,-0.27975163,2,train
0.101,0.1118,0.118,0.2,0.1855,0.1215,0.32890365,-0.037613507,-0.24789773,-0.2949389,2,train
0.1121,0.1106,0.1178,0.2173,0.2252,0.1482,0.31936854,0.017853107,-0.34127456,-0.3353098,2,train
0.1099,0.1098,0.1165,0.2166,0.2343,0.1608,0.3267994,0.039254826,-0.36181343,-0.3614178,2,train
0.1122,0.1098,0.1165,0.2154,0.2343,0.1608,0.3150183,0.042028036,-0.36181343,-0.35238096,2,train
0.1143,0.1135,0.1172,0.2146,0.2279,0.1582,0.30495593,0.0300565,-0.33509082,-0.33196962,2,train
0.1112,0.1135,0.1228,0.2392,0.2126,0.1464,0.3652968,-0.058875617,-0.3038945,-0.31315628,2,train
0.1077,0.1117,0.1204,0.2779,0.2046,0.1372,0.44139007,-0.1519171,-0.29370853,-0.3102786,2,train
0.1035,0.1098,0.1207,0.2412,0.1985,0.1289,0.3994778,-0.09711165,-0.2877068,-0.31456956,2,train
0.1065,0.1133,0.1193,0.2018,0.1926,0.1289,0.30911452,-0.023326589,-0.25923502,-0.28786358,2,train
0.1077,0.1141,0.1217,0.2018,0.19,0.128,0.3040388,-0.030117422,-0.24958894,-0.2764528,2,train
0.1077,0.116,0.1209,0.2,0.19,0.128,0.29996753,-0.025641039,-0.24183007,-0.2764528,2,train
0.1154,0.1126,0.1198,0.2141,0.2252,0.1482,0.29954475,0.025267458,-0.33333334,-0.3223723,2,train
0.1171,0.1125,0.1185,0.2169,0.24,0.1646,0.2988024,0.050558083,-0.36170214,-0.3441613,2,train
0.118,0.1125,0.1193,0.2156,0.24,0.1646,0.29256594,0.053555742,-0.36170214,-0.3407821,2,train
0.1175,0.1136,0.1193,0.2176,0.2279,0.1582,0.2987168,0.02312008,-0.33469984,-0.3196294,2,train
0.1132,0.1139,0.1207,0.2304,0.2114,0.1528,0.3410943,-0.043005873,-0.29972336,-0.30252618,2,train
0.1122,0.1139,0.1214,0.2681,0.2047,0.1394,0.40993953,-0.13409476,-0.28499687,-0.29189017,2,train
0.1097,0.1121,0.1201,0.2489,0.1942,0.1289,0.38817623,-0.12344844,-0.26803786,-0.27805197,2,train
0.1061,0.1123,0.1174,0.2061,0.1922,0.1289,0.3203075,-0.03489831,-0.26239738,-0.2886356,2,train
0.1057,0.1131,0.1184,0.1913,0.1824,0.1283,0.2882155,-0.023815898,-0.23451778,-0.266227,2,train
0.1093,0.1164,0.1204,0.1884,0.1824,0.1283,0.2657037,-0.016181223,-0.22088353,-0.25059992,2,train
0.1134,0.1154,0.1195,0.2155,0.2218,0.1466,0.3104287,0.014406592,-0.31553972,-0.32338902,2,train
0.1196,0.1175,0.1194,0.2173,0.2434,0.1687,0.28999704,0.05665291,-0.34885007,-0.34104684,2,train
0.1214,0.118,0.1194,0.2174,0.2434,0.1687,0.283353,0.056423597,-0.34698394,-0.33442983,2,train
0.1184,0.117,0.1183,0.2146,0.2313,0.1622,0.28888887,0.037452344,-0.32816538,-0.32284814,2,train
0.1127,0.1144,0.1185,0.2164,0.2114,0.1531,0.31510177,-0.011687693,-0.2977287,-0.30453563,2,train
0.11,0.1151,0.1215,0.2363,0.1976,0.1358,0.3647127,-0.08919106,-0.26383117,-0.28478545,2,train
0.1103,0.1137,0.1205,0.221,0.1941,0.1174,0.33413824,-0.064803645,-0.2612086,-0.2752957,2,train
0.1034,0.1093,0.1192,0.1961,0.1851,0.1174,0.30951586,-0.028856223,-0.2574728,-0.2831889,2,train
0.0974,0.1079,0.1161,0.1831,0.1824,0.1257,0.30552584,-0.0019151763,-0.25663108,-0.30378842,2,train
0.1013,0.1105,0.1171,0.1831,0.1824,0.1257,0.28762305,-0.0019151763,-0.24547628,-0.28586537,2,train
0.1194,0.117,0.1195,0.2222,0.2469,0.1686,0.30093676,0.05265402,-0.35696623,-0.34807536,2,train
0.1237,0.1219,0.1197,0.2241,0.2469,0.1686,0.28867164,0.04840767,-0.3389371,-0.3324339,2,train
0.1195,0.118,0.1201,0.2183,0.2313,0.1622,0.29248077,0.028914584,-0.324363,-0.31870013,2,train
0.1122,0.1146,0.1174,0.2196,0.2058,0.1465,0.32368898,-0.03244008,-0.2846442,-0.29433963,2,train
0.1063,0.1146,0.1194,0.202,0.1976,0.1316,0.31041196,-0.011011011,-0.26585522,-0.3004278,2,train
0.0974,0.1105,0.1178,0.1838,0.1857,0.1155,0.3072546,0.0051420904,-0.2538825,-0.31190392,2,train
0.0957,0.1039,0.1167,0.1851,0.1787,0.1064,0.31837606,-0.017592095,-0.26468506,-0.3024781,2,train
0.0959,0.1052,0.1162,0.1879,0.1811,0.1085,0.32417196,-0.018428214,-0.26510653,-0.30758122,2,train
0.0975,0.1085,0.1169,0.1971,0.1811,0.1085,0.33808556,-0.042305667,-0.2506906,-0.3000718,2,train
0.114,0.1141,0.1174,0.23,0.2356,0.1611,0.3372093,0.012027471,-0.34744066,-0.34782606,2,train
0.1217,0.1226,0.1196,0.231,0.2415,0.1686,0.30989513,0.022222219,-0.32655865,-0.32984585,2,train
